cluster3,cluster4,cluster5,Latitude,Longitude
2,2,3,40.5386566,-74.1633557
0,1,0,40.7849422,-73.9465889
2,2,2,40.5960917,-73.9617015
1,0,1,40.7017674,-73.8161641
0,1,0,40.7503074,-74.0083661
1,0,1,40.670256,-73.8572662
0,1,0,40.7628268,-73.9339794
0,1,0,40.7503184,-73.9911106
1,1,2,40.676144,-73.8930673
2,2,3,40.6130779,-74.122557
2,1,2,40.6541504,-73.94993
2,1,2,40.6921563,-73.9852802
2,1,0,40.7244027,-73.9958835
2,2,3,40.560249,-74.1641139
1,0,1,40.7205667,-73.8458956
0,1,0,40.7539022,-73.9012151
1,0,1,40.7284514,-73.8492472
1,0,1,40.66454,-73.8227505
2,1,0,40.7203211,-73.9940403
0,1,0,40.7197624,-73.9447576
0,1,0,40.7526925,-73.9730457
0,1,0,40.7642144,-73.9709581
2,1,2,40.6579423,-73.9077366
2,1,2,40.6124923,-73.8970599
0,3,0,40.8013526,-73.9678754
0,3,4,40.8695146,-73.8261813
0,1,0,40.7472966,-73.974044
0,3,4,40.8602912,-73.892811
1,0,1,40.7264469,-73.7657842
2,1,2,40.6485615,-73.9053387
0,1,0,40.7545696,-73.971677
1,0,1,40.7457235,-73.8595585
0,3,4,40.8312111,-73.8508718
2,1,2,40.6685698,-73.9182622
0,3,4,40.8596195,-73.9132844
1,0,1,40.7097537,-73.7956175
0,1,0,40.7622265,-73.9681866
0,3,4,40.8953759,-73.8635575
1,0,1,40.7032933,-73.7960918
2,2,2,40.6082027,-73.9207095
2,2,2,40.6307476,-73.9717115
1,0,2,40.6425396,-73.8765111
1,0,1,40.757707,-73.7638432
1,0,1,40.5901644,-73.7978594
0,3,4,40.8452223,-73.8661181
2,2,3,40.6184927,-74.0755638
2,2,3,40.5958903,-74.0858762
2,2,3,40.5417978,-74.220189
1,0,1,40.7025952,-73.8552926
0,3,4,40.8598744,-73.8932165
2,2,2,40.5789366,-73.9852115
2,2,2,40.628119,-73.9568484
2,1,2,40.6770266,-73.952678
0,3,0,40.8073378,-73.9643903
0,3,4,40.8650203,-73.8927599
1,0,1,40.7263002,-73.8435949
2,1,0,40.696197,-73.9887629
2,2,2,40.6417272,-73.9926457
0,1,0,40.7616682,-73.9749156
2,2,3,40.6109558,-74.1034068
2,1,2,40.6788706,-73.9216458
0,3,4,40.894571,-73.9080974
0,1,0,40.7783118,-73.9627665
1,0,1,40.7258726,-73.7612826
1,0,1,40.7149351,-73.8163543
0,1,0,40.7286312,-73.9012273
1,0,1,40.7504113,-73.8639771
0,1,0,40.7396752,-73.9345761
2,1,2,40.690499,-73.9199049
1,0,1,40.7730105,-73.7699988
0,3,4,40.8557581,-73.885433
0,3,4,40.8695146,-73.8261813
2,1,0,40.7237466,-74.0061151
1,0,1,40.7621739,-73.7567868
2,1,0,40.6980388,-73.9628402
2,1,2,40.6784553,-73.9496774
2,2,2,40.5798042,-73.9718339
1,0,1,40.6897246,-73.7348508
2,2,2,40.5993815,-73.9514043
1,0,1,40.7216784,-73.8359648
0,1,0,40.7510861,-73.9078891
1,0,1,40.6693776,-73.763882
2,1,0,40.7203405,-74.0022223
0,1,0,40.7599831,-73.9648018
2,1,2,40.6747246,-73.9052403
0,1,0,40.7351589,-73.9550724
0,3,4,40.8241884,-73.91384
2,2,2,40.6087951,-73.973165
1,0,1,40.7515615,-73.745779
2,2,3,40.5555396,-74.175612
0,1,0,40.7684391,-73.9199556
1,1,2,40.6769427,-73.8991047
1,0,1,40.7526127,-73.7922882
2,2,2,40.608702,-73.9740294
2,1,0,40.7447026,-74.0083473
0,3,0,40.7746848,-73.9038236
2,1,2,40.6436608,-73.9006685
0,3,4,40.8214864,-73.9485395
1,0,1,40.7420884,-73.8543155
1,0,1,40.7051749,-73.808064
2,1,2,40.6401638,-73.9455229
2,1,2,40.6611943,-73.90367
0,3,4,40.8101754,-73.9374076
2,1,2,40.670383,-73.9060323
2,2,2,40.6394354,-74.0054588
2,1,2,40.6969863,-73.9352238
0,3,4,40.8626793,-73.9090397
1,0,1,40.6668627,-73.8044903
2,1,0,40.7115337,-73.9806192
2,2,3,40.580209,-74.0997412
2,2,3,40.6132578,-74.0764079
2,2,3,40.6307552,-74.1165045
0,3,4,40.8164963,-73.8505976
0,1,0,40.7699045,-73.9160706
0,1,0,40.7564966,-73.972362
0,3,4,40.8255779,-73.9184596
0,3,4,40.8228364,-73.9419157
0,1,0,40.7503422,-73.983174
1,0,2,40.650766,-73.8848048
2,2,3,40.5820624,-74.1081033
0,3,0,40.7931872,-73.9405619
0,3,4,40.8733829,-73.8893729
0,3,0,40.7954563,-73.9656282
0,3,4,40.8894585,-73.8982722
2,2,2,40.5984187,-73.9601805
2,2,2,40.6418837,-74.0064968
0,3,4,40.8380581,-73.9466402
2,1,0,40.7422847,-74.0044171
2,1,2,40.6829568,-73.9978727
0,1,0,40.7509908,-73.9906233
0,3,4,40.830346,-73.9232742
2,1,2,40.6851855,-73.9204485
1,0,1,40.6831865,-73.8663028
1,0,1,40.720103,-73.7903765
1,0,1,40.7621739,-73.7567868
0,3,4,40.838846,-73.8781619
1,0,1,40.7563999,-73.8045271
2,1,2,40.6830181,-73.9588392
1,0,1,40.6839359,-73.8711869
1,0,1,40.7044959,-73.817418
1,0,1,40.7444686,-73.771782
2,2,2,40.6476772,-74.0145875
0,1,0,40.7688057,-73.9523204
1,0,1,40.780251,-73.8191711
2,2,3,40.6105116,-74.0976569
2,1,2,40.6785156,-73.9639002
0,3,4,40.8559197,-73.9171897
1,0,1,40.6649325,-73.8019481
2,2,3,40.6269314,-74.0779005
0,3,4,40.8488205,-73.8546637
0,3,4,40.8252244,-73.9554355
0,3,4,40.8185601,-73.9273161
2,1,2,40.6616622,-73.9236088
0,3,4,40.8538153,-73.9073312
0,3,4,40.8839911,-73.8421716
2,1,2,40.681486,-73.9770225
1,0,1,40.7818569,-73.8252243
0,3,4,40.8864677,-73.8510588
0,1,0,40.7497883,-73.9877686
2,2,2,40.63544,-73.9791136
2,2,2,40.6136834,-73.9888128
1,1,2,40.6782783,-73.8974316
2,1,0,40.736035,-73.9978061
1,0,1,40.7237262,-73.8545432
0,1,0,40.7674936,-73.9593177
0,3,4,40.8678807,-73.899426
2,1,2,40.6482436,-73.9289936
1,1,2,40.6753561,-73.8900546
0,3,4,40.8557873,-73.9055716
0,3,4,40.8216382,-73.9390768
2,2,3,40.5453441,-74.1605691
0,1,0,40.7943553,-73.9783542
2,2,3,40.5301182,-74.2086212
0,3,0,40.7929327,-73.9479007
0,1,0,40.7583292,-73.9689357
1,0,1,40.6148713,-73.8216397
2,1,2,40.690993,-73.9893083
2,2,2,40.608702,-73.9740294
0,3,4,40.8077033,-73.9295459
2,2,2,40.6295438,-73.9660811
0,1,0,40.7612219,-73.9305481
1,0,1,40.6836516,-73.8721862
1,0,1,40.5952705,-73.7482068
0,1,0,40.7453916,-73.9055801
2,1,2,40.6918081,-73.9882084
2,2,2,40.5951153,-73.9961148
1,0,1,40.7325126,-73.8570498
2,1,0,40.6989727,-73.957019
2,1,2,40.6309047,-73.9204195
0,1,0,40.7660449,-73.983365
1,0,1,40.6914131,-73.7266646
2,1,2,40.6744699,-74.0019684
2,2,2,40.5921201,-73.9872718
1,0,1,40.7054318,-73.877688
0,1,0,40.7576034,-73.9004713
0,3,4,40.8823849,-73.9040728
0,1,0,40.7418634,-73.9075049
1,0,1,40.7127264,-73.8793411
0,3,4,40.8401945,-73.9430642
0,3,4,40.8943153,-73.860261
2,1,2,40.6687847,-73.9478174
0,3,4,40.8413396,-73.8370576
2,1,0,40.7197776,-74.0068074
1,0,1,40.6675892,-73.7797058
2,1,2,40.642384,-73.9253821
0,3,4,40.8578397,-73.9320414
2,2,3,40.5555396,-74.175612
0,3,4,40.8782895,-73.8700582
1,0,1,40.6830976,-73.8059498
1,0,1,40.6667077,-73.8718221
2,1,2,40.6466434,-73.9245917
1,0,1,40.7161415,-73.8335687
0,1,0,40.7353396,-73.916885
0,3,4,40.8208035,-73.9026694
2,2,3,40.6392555,-74.0817883
0,1,0,40.7849752,-73.982638
2,1,2,40.6831597,-73.9380784
1,0,1,40.7257046,-73.7403107
0,1,0,40.7624884,-73.9629739
2,1,0,40.7291676,-74.0011907
2,2,2,40.6072565,-73.9672737
0,3,4,40.834014,-73.853471
0,1,0,40.7488634,-73.8927087
2,1,2,40.6742005,-73.999975
2,2,3,40.5560015,-74.1947427
0,3,0,40.8005566,-73.940205
1,0,1,40.7427822,-73.8281643
0,1,0,40.7452931,-73.9984879
2,1,0,40.71728,-73.9954294
0,1,0,40.7414304,-73.947925
2,1,0,40.7058002,-74.0169951
0,1,0,40.7712888,-73.9466928
0,3,4,40.8381983,-73.9011767
0,3,4,40.8330982,-73.9406527
0,1,0,40.7679685,-73.9682164
0,3,4,40.8552023,-73.8868727
0,1,0,40.7292091,-73.8936929
2,1,2,40.6869302,-73.9848306
2,2,2,40.6433056,-73.9740952
2,1,0,40.7224697,-73.9871351
0,3,4,40.7690325,-73.8820192
2,1,2,40.6374565,-73.9288573
2,1,2,40.6405826,-73.9557162
2,1,0,40.7007513,-73.985984
0,3,4,40.8443435,-73.9147428
0,3,4,40.8095251,-73.9378814
0,3,4,40.8141049,-73.9408539
0,1,0,40.7707535,-73.9569401
0,3,4,40.8185601,-73.9273161
0,1,0,40.758537,-73.9772016
2,1,0,40.721473,-73.9838235
1,0,1,40.6518773,-73.8448109
0,3,4,40.8265486,-73.8555063
0,3,4,40.8793216,-73.8697937
0,3,0,40.7997827,-73.9681976
2,1,2,40.6865177,-73.9674944
0,3,4,40.8438293,-73.8879185
0,1,0,40.7609059,-73.9669961
2,2,2,40.5806604,-73.985654
2,1,2,40.6953767,-73.9492066
2,1,2,40.6727536,-73.9543177
2,2,3,40.6131642,-74.1214046
2,2,3,40.6206882,-74.1100138
0,3,4,40.8807003,-73.9193033
2,1,2,40.6096058,-73.9137748
2,2,2,40.5877471,-73.9098914
0,1,0,40.7599831,-73.9648018
0,3,0,40.8023629,-73.9525889
0,3,4,40.8509074,-73.9382837
2,1,0,40.7203211,-73.9940403
1,0,1,40.7588717,-73.8206369
2,2,2,40.6226818,-74.0343225
0,1,0,40.7410481,-73.9181733
1,0,1,40.6650378,-73.8079488
0,3,4,40.8238325,-73.876232
0,3,4,40.8345244,-73.8718241
2,1,2,40.6948926,-73.9534154
2,1,2,40.6492184,-73.9445786
2,1,0,40.7145932,-73.9387562
0,3,4,40.8089583,-73.9404033
2,1,2,40.6889622,-73.9332484
1,0,1,40.7639417,-73.8281463
2,1,0,40.7241363,-73.9926041
0,3,4,40.8040684,-73.9311544
2,2,2,40.5902941,-73.9528583
2,2,2,40.6271557,-73.9656248
1,0,1,40.7264469,-73.7657842
0,1,0,40.7231851,-73.9005788
0,1,0,40.7532838,-73.906908
1,0,1,40.738804,-73.8738341
1,0,1,40.6650467,-73.8167836
2,1,2,40.6679201,-73.9478974
0,1,0,40.7573878,-73.9822554
0,3,4,40.892515,-73.8454246
1,0,1,40.756023,-73.8208683
0,3,4,40.8483929,-73.9376716
2,1,2,40.6516965,-73.9496688
0,1,0,40.7358968,-73.892311
0,1,0,40.7503184,-73.9911106
0,3,4,40.858775,-73.9108851
1,0,1,40.7629799,-73.7279646
1,0,1,40.7363852,-73.8590406
0,1,0,40.7813162,-73.9461296
2,1,0,40.7015194,-73.9432259
1,1,2,40.6781627,-73.8974769
1,0,1,40.7294733,-73.8654883
2,1,2,40.6535037,-73.9354174
2,2,2,40.6322304,-73.9950354
2,1,2,40.6572314,-73.9602427
1,0,1,40.7425396,-73.8263032
0,1,0,40.7699819,-73.994646
2,1,0,40.7089689,-73.956722
2,2,2,40.6054703,-73.9607309
2,2,2,40.6412553,-73.9963931
1,0,1,40.6984191,-73.8010546
2,2,2,40.6196053,-73.9455181
0,3,4,40.8448454,-73.9351811
2,1,2,40.6320133,-73.9056036
0,3,4,40.8043441,-73.9215703
1,0,2,40.6664693,-73.8825068
2,1,2,40.6792042,-73.9552939
0,3,4,40.7633458,-73.8773073
0,1,0,40.7741558,-73.9848794
1,0,1,40.7377986,-73.8506909
0,3,4,40.8262017,-73.8216767
2,1,0,40.7037643,-73.9426145
0,3,4,40.8975924,-73.8671954
0,1,0,40.754882,-73.8992829
0,1,0,40.7817499,-73.9810645
0,3,0,40.8141445,-73.9557055
2,2,2,40.615932,-73.9567303
1,0,1,40.6743533,-73.8420296
0,3,4,40.8481201,-73.9308839
2,2,2,40.5962324,-73.9381878
2,1,0,40.7192038,-73.9903644
1,0,1,40.705239,-73.7738358
0,3,4,40.8667262,-73.8607637
2,2,3,40.5342825,-74.1719575
1,0,1,40.5923014,-73.7865433
1,0,1,40.7442824,-73.8617774
0,1,0,40.7514468,-74.0014293
2,2,3,40.5391774,-74.195424
0,1,0,40.7692957,-73.9949385
2,1,2,40.691299,-73.9454956
1,0,1,40.6570526,-73.7674576
2,2,2,40.6178527,-73.9880665
0,1,0,40.7621266,-73.9973865
2,1,2,40.6969863,-73.9352238
1,1,2,40.659932,-73.8916479
0,3,4,40.8725024,-73.9021454
2,1,2,40.6874802,-74.0005373
0,3,4,40.8255779,-73.9184596
1,0,1,40.6788433,-73.754179
0,1,0,40.7468134,-74.0079578
2,1,2,40.6553118,-73.9031775
2,1,0,40.7095517,-73.9588589
1,1,2,40.6760158,-73.893976
1,0,1,40.7073058,-73.7512138
2,1,2,40.653575,-73.959452
2,2,2,40.6180231,-74.0098011
2,1,2,40.6413042,-73.9427511
0,3,4,40.8754608,-73.8548441
1,0,1,40.7263443,-73.7650719
0,3,4,40.8035936,-73.9197796
0,3,4,40.8756317,-73.9127898
2,1,2,40.69603,-73.9435263
2,1,2,40.6686479,-73.9283482
0,3,4,40.834114,-73.941118
1,0,1,40.7365972,-73.8001215
2,1,2,40.6481811,-73.9299991
2,2,2,40.6231333,-74.0152413
0,3,4,40.8437796,-73.9094631
2,2,3,40.6250632,-74.1358106
0,1,0,40.7820225,-73.9717231
0,3,0,40.8133899,-73.9562587
1,0,1,40.7099057,-73.7901164
2,1,2,40.6844232,-73.978388
1,0,1,40.7487782,-73.809761
2,2,2,40.6193809,-73.9828828
0,1,0,40.7440085,-73.9994226
0,3,4,40.862832,-73.8980382
0,1,0,40.749638,-73.9990364
0,1,0,40.7353901,-73.9751095
2,2,3,40.5432612,-74.1973069
0,1,0,40.7521198,-73.9776766
1,0,1,40.7302934,-73.7317272
0,1,0,40.7597301,-73.9916833
0,3,0,40.8032165,-73.9525305
2,2,2,40.6296472,-74.0106999
2,2,2,40.6349117,-74.0101603
2,2,2,40.6110846,-73.9983144
1,0,1,40.7768062,-73.8007952
0,1,0,40.7601586,-74.0026387
0,1,0,40.7439732,-73.8850947
2,2,2,40.6317432,-74.0400652
0,1,0,40.743762,-73.9000284
0,1,0,40.7833397,-73.9707584
0,3,4,40.818472,-73.941392
1,0,1,40.6756815,-73.8159937
2,2,3,40.6172954,-74.0804791
2,2,2,40.6041946,-73.9721765
0,3,4,40.8560276,-73.8832708
0,3,4,40.8438993,-73.9116929
0,3,4,40.8827095,-73.8812458
2,1,2,40.6818344,-73.9758325
2,1,2,40.6256522,-73.9305234
1,0,1,40.6721508,-73.8431812
0,1,0,40.7610934,-73.9832615
1,0,1,40.679274,-73.8356509
0,3,4,40.9056634,-73.8986236
1,0,1,40.7653631,-73.8278647
1,0,1,40.7538796,-73.8228051
1,0,1,40.6837777,-73.7697441
1,1,1,40.7122293,-73.8843523
2,1,0,40.7447026,-74.0083473
0,1,0,40.7516035,-73.9338317
0,1,0,40.7153614,-73.91283
0,3,4,40.834114,-73.941118
0,3,4,40.823264,-73.9527619
0,3,4,40.808722,-73.9138853
2,2,2,40.6052108,-73.9976303
0,1,0,40.7546776,-73.9758061
1,0,1,40.7614246,-73.8605217
0,3,4,40.834506,-73.9303559
0,3,0,40.7979463,-73.9400231
2,1,0,40.7151584,-74.0021139
2,1,2,40.6501081,-73.9302061
2,1,0,40.7141646,-74.006309
0,1,0,40.7785518,-73.9512482
0,1,0,40.7611802,-73.9579029
2,1,2,40.6692499,-73.9394287
2,1,0,40.6982463,-73.9805437
0,3,4,40.8137456,-73.9313928
0,3,4,40.8290338,-73.8305293
0,3,4,40.8928522,-73.8556633
1,0,1,40.7304844,-73.8032356
1,0,1,40.6928313,-73.8546791
2,2,2,40.6030341,-74.0010984
0,3,0,40.7887968,-73.9375408
0,3,4,40.8550727,-73.8720421
2,1,2,40.6641993,-73.9294019
2,1,0,40.7147294,-73.9420676
0,3,4,40.8659249,-73.8859361
2,1,2,40.654629,-73.9220058
2,1,2,40.6722279,-73.9447109
2,2,2,40.6306327,-74.0092229
0,3,4,40.8282374,-73.8860116
1,0,1,40.7191802,-73.7922213
0,1,0,40.7515018,-73.9027562
2,1,2,40.6481022,-73.9147305
2,1,2,40.6715017,-73.9150358
1,0,1,40.7088222,-73.7518429
0,1,0,40.7529363,-73.9854869
2,1,2,40.6539849,-73.9276937
2,1,0,40.719937,-74.001425
2,2,2,40.6531978,-74.0055789
0,1,0,40.7497247,-73.9836217
0,3,0,40.810755,-73.9644246
2,1,2,40.6728262,-73.9390758
2,1,2,40.6771023,-73.9247844
2,2,3,40.5826789,-74.1092492
2,1,0,40.7225499,-74.006299
2,2,2,40.627338,-73.9412572
0,1,0,40.7377122,-73.9742567
1,0,1,40.7139849,-73.7381163
2,2,3,40.5903421,-74.0666242
0,1,0,40.7422271,-73.9970084
2,1,2,40.637108,-73.8933748
2,1,0,40.7360047,-73.9936167
2,1,2,40.672888,-73.9992169
1,1,2,40.6995843,-73.9022405
0,3,4,40.8096976,-73.9156325
0,3,4,40.8596442,-73.8998217
0,1,0,40.7457072,-73.8947275
0,1,0,40.7401843,-73.986363
2,2,2,40.6388964,-73.9698128
2,1,2,40.6784553,-73.9496774
0,3,4,40.8341346,-73.9166422
2,1,0,40.7440605,-74.0068099
0,1,0,40.781952,-73.9754821
0,1,0,40.7606005,-73.9643142
2,2,3,40.5558232,-74.1610298
0,1,0,40.7635164,-73.9141929
0,3,4,40.8735669,-73.8185175
0,1,0,40.7366018,-73.9818424
2,1,0,40.7373607,-73.996839
1,0,1,40.6830971,-73.8057517
2,2,2,40.6095393,-73.9565003
0,1,0,40.7551925,-73.9712183
0,1,0,40.7167458,-73.9036979
0,1,0,40.7363525,-73.9750088
0,1,0,40.7521198,-73.9776766
2,2,2,40.5840003,-73.935877
1,0,1,40.7633822,-73.8302956
2,1,2,40.6369309,-73.9110805
1,1,2,40.7009644,-73.8924468
0,1,0,40.7550695,-73.8900133
0,3,4,40.8772207,-73.9090451
2,2,2,40.6199832,-73.9642669
1,0,1,40.7279001,-73.838812
0,1,0,40.7714641,-73.9943462
2,2,2,40.6113133,-73.9516693
2,1,2,40.6906659,-73.9853635
1,0,1,40.7581413,-73.8351603
2,1,2,40.6815658,-73.9665738
1,0,1,40.7293959,-73.8402406
0,1,0,40.7571447,-73.9935606
1,0,1,40.6786696,-73.8451487
0,1,0,40.7628522,-73.9677279
0,1,0,40.7601586,-74.0026387
0,1,0,40.7450578,-73.9786065
1,0,1,40.7243404,-73.7618509
0,3,4,40.8056394,-73.934392
0,3,4,40.8342331,-73.8739929
2,2,2,40.593172,-73.9952471
0,3,4,40.8320892,-73.889792
0,1,0,40.7897337,-73.9660934
0,3,0,40.8069669,-73.9554104
0,3,4,40.8009801,-73.9317744
0,1,0,40.751453,-73.9781533
0,1,0,40.747925,-73.973607
1,0,1,40.5819158,-73.8297739
0,1,0,40.7584871,-73.9751333
2,1,2,40.6256346,-73.9091646
2,1,0,40.7143839,-74.0101291
0,3,4,40.8678804,-73.8930012
2,1,0,40.7133821,-73.9901272
2,1,2,40.6848568,-73.9780417
0,3,0,40.8025617,-73.9429917
2,1,2,40.6783196,-73.9469195
2,1,2,40.6889009,-73.9272555
0,3,4,40.827245,-73.9240474
1,0,1,40.734195,-73.8197507
2,1,0,40.7004733,-73.9625179
1,0,1,40.7683907,-73.7914303
1,1,2,40.6871709,-73.8923039
1,1,2,40.6582191,-73.8914525
2,1,0,40.7101656,-74.0042527
0,1,0,40.7461455,-73.8981085
0,3,4,40.841175,-73.8410479
2,1,0,40.696131,-73.9871041
2,1,2,40.6783285,-73.9720266
0,3,4,40.8275118,-73.9249432
1,0,1,40.6998204,-73.79255
0,3,4,40.8445458,-73.8853005
0,1,0,40.7529363,-73.9854869
0,3,0,40.8108433,-73.9506791
2,2,2,40.6398915,-74.021615
0,3,4,40.8278116,-73.9259293
2,1,0,40.7317065,-74.0009562
1,0,1,40.751009,-73.8705086
2,1,2,40.6803713,-73.9166866
0,3,4,40.8788559,-73.8734816
0,1,0,40.758537,-73.9772016
0,3,4,40.8197874,-73.9121585
2,1,2,40.6774292,-73.9766165
1,1,2,40.6979337,-73.8920009
0,3,4,40.8065,-73.9080205
0,1,0,40.7608228,-73.9983142
1,1,2,40.7004921,-73.9014133
2,2,2,40.6461603,-73.9984649
1,0,1,40.7486146,-73.8746312
0,1,0,40.72545,-73.892648
2,1,0,40.7203761,-74.0032612
0,3,4,40.8623951,-73.9180132
2,2,2,40.5770052,-74.0021599
1,0,1,40.7011892,-73.8078807
2,1,0,40.7241363,-73.9926041
0,3,4,40.8520582,-73.9347764
0,1,0,40.7392712,-73.9337104
0,1,0,40.7511713,-73.9151941
2,1,2,40.7009771,-73.9178186
2,1,0,40.7223002,-73.9971211
2,2,3,40.6223281,-74.0964
0,3,4,40.8670381,-73.8963144
0,3,4,40.8701843,-73.8855166
1,0,1,40.7558402,-73.8344766
1,0,1,40.729804,-73.7446569
0,3,4,40.8622592,-73.8958844
1,0,1,40.7178365,-73.7877574
1,0,1,40.7604644,-73.8265417
1,0,1,40.6659541,-73.7608301
1,0,1,40.6763997,-73.7413174
2,2,2,40.5840634,-73.9689988
0,3,4,40.8166192,-73.8941292
0,3,4,40.8838608,-73.8558854
0,3,4,40.8726198,-73.9046763
1,0,2,40.6627814,-73.8808552
1,0,1,40.7466812,-73.8147726
2,1,0,40.7193378,-73.9859127
2,2,2,40.6055692,-74.0311726
0,3,4,40.8338557,-73.8246339
1,0,1,40.7442787,-73.8655992
0,3,4,40.8597121,-73.8573548
2,1,0,40.7250834,-73.9953279
2,1,0,40.7180266,-74.0030447
1,0,1,40.7405692,-73.8692478
1,0,1,40.7038702,-73.8193783
2,2,2,40.5881722,-73.9524529
2,2,2,40.643678,-73.9707151
0,3,4,40.8305026,-73.86162
1,0,1,40.7647112,-73.8306857
0,3,4,40.8448611,-73.9388243
2,2,2,40.6011838,-73.990972
0,3,4,40.8324085,-73.890713
0,1,0,40.7992626,-73.9748817
1,0,1,40.6658397,-73.7573847
1,0,1,40.7326093,-73.8685899
2,2,2,40.6068429,-74.0154969
0,3,4,40.8531497,-73.9056006
0,1,0,40.7416425,-73.9974342
2,2,3,40.5615222,-74.1718512
2,2,2,40.6236805,-73.9977125
0,3,4,40.8089583,-73.9404033
2,1,0,40.7143843,-73.933443
0,3,4,40.8687708,-73.8317333
2,2,3,40.6189834,-74.1638869
2,1,2,40.6786763,-73.9821898
2,1,2,40.6728699,-73.9754789
0,3,4,40.8402213,-73.8732659
0,1,0,40.7610934,-73.9832615
2,1,0,40.71728,-73.9954294
2,1,2,40.6781065,-73.9431882
0,1,0,40.7749093,-73.9769108
0,3,4,40.8297535,-73.8737303
2,1,2,40.6594959,-73.9605586
1,0,1,40.7310861,-73.8532607
0,3,4,40.8361697,-73.8302581
0,3,4,40.8299578,-73.9300861
2,1,0,40.7197986,-73.9534702
2,2,3,40.5978076,-74.0717702
1,0,1,40.6668946,-73.8054526
1,0,1,40.75933,-73.8259671
0,3,4,40.8142683,-73.9129533
2,2,2,40.6117921,-73.987196
2,1,2,40.6529272,-73.9593299
2,2,3,40.550574,-74.1675734
0,3,4,40.8711763,-73.8527057
1,0,1,40.7376849,-73.7340213
0,1,0,40.7662862,-73.9818487
0,3,4,40.8132798,-73.8974792
0,1,0,40.7514385,-73.9976793
0,3,0,40.7972603,-73.9405186
2,1,0,40.7236503,-73.991024
0,1,0,40.7756384,-73.9626236
1,0,1,40.7584678,-73.7764742
2,1,0,40.7039378,-73.9598425
0,3,4,40.8481201,-73.9308839
1,0,1,40.7031321,-73.8167895
0,3,4,40.8097014,-73.9030288
2,2,2,40.6341088,-74.0325954
2,1,2,40.6524883,-73.952663
2,1,2,40.6942141,-73.9593119
1,0,1,40.7783648,-73.8223933
1,0,1,40.7606264,-73.817683
2,1,2,40.6560014,-73.9405328
0,1,0,40.7808576,-73.9588149
0,1,0,40.72301,-73.9045728
2,1,0,40.7125314,-74.0076652
1,0,1,40.7281762,-73.7776474
0,3,4,40.8050573,-73.9390342
0,3,0,40.7850321,-73.9405708
0,0,1,40.7555293,-73.8777729
1,0,1,40.7118249,-73.8361153
1,0,1,40.725632,-73.8406922
1,0,1,40.7303024,-73.8108998
2,1,0,40.7094319,-74.0149545
2,1,2,40.6930489,-73.9907288
2,1,2,40.6682244,-73.9534376
2,1,2,40.6900758,-73.9191554
0,3,4,40.8234685,-73.92446
0,3,4,40.854504,-73.8677044
2,1,2,40.6817692,-73.9675328
0,1,0,40.7466595,-73.9900681
0,1,0,40.7690047,-73.99235
0,1,0,40.7517512,-74.0079259
0,1,0,40.7724613,-73.9670409
1,0,1,40.7660969,-73.7844304
2,1,0,40.7048242,-74.0068996
2,2,3,40.6159667,-74.1045599
2,2,3,40.5239976,-74.1860995
2,2,3,40.5505752,-74.2146872
1,0,1,40.6671159,-73.8346499
0,3,0,40.7667796,-73.8940373
2,1,0,40.6989963,-73.9615991
1,1,2,40.69575,-73.8993106
2,2,3,40.5318565,-74.1874812
2,1,0,40.7053507,-73.9624863
0,1,0,40.752316,-73.9859454
2,1,2,40.69409,-73.9342674
2,2,2,40.5839933,-73.9675136
2,2,2,40.608595,-74.0048548
0,3,4,40.8574171,-73.9228123
2,1,2,40.691894,-73.9338333
0,3,4,40.8395992,-73.8692086
0,1,0,40.7458182,-73.9456495
1,0,1,40.6655588,-73.7298428
0,3,4,40.7601129,-73.877667
2,2,3,40.607073,-74.0923984
0,1,0,40.7615996,-73.9245879
2,2,2,40.6138389,-73.9814363
2,2,2,40.610949,-73.9536001
2,1,2,40.6753333,-73.9360776
2,2,2,40.644689,-74.0035818
0,3,4,40.8952324,-73.8455051
0,1,0,40.7558709,-73.9728206
0,3,4,40.886191,-73.8579852
0,1,0,40.7639911,-73.958782
0,3,4,40.8913379,-73.8585167
2,2,2,40.6353727,-73.9881679
0,1,0,40.7485397,-73.9731412
1,0,1,40.678077,-73.7260101
0,3,0,40.7955403,-73.9480937
0,1,0,40.7845218,-73.9794713
1,1,2,40.6701928,-73.8896774
0,3,4,40.8360957,-73.868153
2,2,3,40.5985668,-74.0817025
2,2,3,40.5789563,-74.112771
0,3,4,40.8432816,-73.9046243
2,1,2,40.6695546,-73.9449618
0,1,0,40.7216282,-73.9031173
0,3,4,40.8714409,-73.8671573
0,3,4,40.8859908,-73.827914
0,1,0,40.7624177,-73.9569852
0,1,0,40.7553738,-73.9874463
1,0,1,40.6687999,-73.7427996
0,1,0,40.7586961,-73.9342506
0,3,4,40.8581915,-73.8843443
2,2,3,40.6232519,-74.0838257
0,1,0,40.7909284,-73.9689277
2,1,2,40.6687978,-73.9311201
1,0,1,40.7300177,-73.8234675
2,2,2,40.6277031,-73.9830176
2,1,2,40.6901548,-73.9986368
0,1,0,40.7642144,-73.9709581
1,0,1,40.7524033,-73.7594406
1,0,1,40.7005141,-73.7967711
0,1,0,40.761391,-74.0017363
0,1,0,40.7779294,-73.9820802
0,3,4,40.8465443,-73.8856043
2,1,2,40.6791024,-73.9873922
2,1,2,40.6548824,-73.9618804
0,1,0,40.794651,-73.9717827
0,3,4,40.8732603,-73.8692978
