cluster3,cluster4,cluster5,Latitude,Longitude
0,1,0,40.7832418,-73.9745391
2,1,2,40.6913292,-73.9517592
0,1,0,40.7825701,-73.9452114
2,1,0,40.7251925,-73.9870443
0,3,4,40.8654067,-73.8683697
0,1,0,40.7221824,-73.9387276
2,2,3,40.5505117,-74.1447594
2,1,2,40.6899325,-73.9814728
0,3,4,40.82699,-73.9092872
1,0,1,40.7671496,-73.7926833
0,1,0,40.7113408,-73.9251245
2,1,2,40.6834565,-73.9756156
0,1,0,40.7464777,-73.9838968
0,3,4,40.822562,-73.8710016
1,0,1,40.6611987,-73.7709574
2,1,2,40.6646429,-73.9370755
1,0,1,40.7564807,-73.8313492
0,1,0,40.7428752,-73.9339378
0,3,0,40.7804561,-73.9168286
1,0,2,40.6412074,-73.8771979
0,3,4,40.8272515,-73.9175325
2,1,0,40.7214219,-73.9990332
2,2,2,40.5993815,-73.9514043
0,3,4,40.811651,-73.914474
0,3,4,40.8117235,-73.9281256
0,1,0,40.737833,-73.9356863
0,1,0,40.7618573,-73.9634255
2,2,2,40.5755423,-73.964863
2,1,0,40.7218863,-73.9773477
2,2,2,40.5774108,-73.9623637
0,3,0,40.8011399,-73.937687
0,1,0,40.7966428,-73.9684772
2,2,2,40.5983934,-73.9062789
0,1,0,40.7854915,-73.9841076
2,1,0,40.7319639,-73.9881543
2,2,2,40.6566425,-74.005262
0,3,0,40.7904175,-73.9518354
2,1,2,40.6543098,-73.9097419
0,1,0,40.7410276,-73.9941612
0,3,4,40.8341346,-73.9166422
0,3,4,40.8291633,-73.9372668
0,3,0,40.802488,-73.9567787
2,1,2,40.6262104,-73.9276589
2,1,2,40.6633128,-73.9210513
2,1,0,40.7241667,-74.0011256
0,1,0,40.7470784,-73.9813415
0,3,0,40.7608281,-73.8901121
0,3,4,40.8083782,-73.9290539
0,3,4,40.8042575,-73.9192912
1,0,1,40.7083303,-73.8630422
0,3,4,40.8778697,-73.8700947
2,1,0,40.7130278,-73.9544353
1,0,1,40.7257899,-73.791744
0,3,4,40.8233367,-73.9057333
0,1,0,40.7883117,-73.9765017
0,3,4,40.8271254,-73.9400619
0,1,0,40.7460347,-73.9344002
2,1,0,40.698677,-73.9588584
2,2,2,40.6328292,-73.9656795
2,1,2,40.6876371,-73.9447702
0,3,4,40.8732173,-73.8676527
0,3,4,40.8701594,-73.8909872
2,2,2,40.6295438,-73.9660811
2,1,0,40.7300064,-73.9835363
2,1,0,40.7159981,-74.0070956
0,1,0,40.7529763,-73.9102326
1,0,1,40.7023568,-73.8187476
1,0,1,40.6968646,-73.8371654
1,0,1,40.7301174,-73.8623119
1,0,1,40.7338001,-73.8148012
2,1,2,40.6578144,-73.8961242
0,3,4,40.8219448,-73.9280929
2,1,0,40.7190477,-73.9964791
1,0,1,40.663681,-73.7714283
2,2,3,40.645475,-74.0928623
1,0,1,40.6850741,-73.8302822
1,0,1,40.6783648,-73.7794791
0,3,4,40.8747045,-73.8580278
0,1,0,40.7569593,-73.9305525
0,3,4,40.7628182,-73.8741966
0,1,0,40.7872227,-73.952058
2,2,2,40.631276,-73.9783115
2,1,0,40.7089041,-73.9592525
0,1,0,40.7535951,-73.9233734
2,2,2,40.5777999,-73.9605636
0,1,0,40.7429104,-73.9928041
0,3,4,40.8782895,-73.8700582
2,1,2,40.6741471,-73.9306135
2,1,2,40.6850373,-73.9998666
1,0,1,40.7595695,-73.8301393
0,1,0,40.7468134,-74.0079578
0,3,4,40.8856586,-73.9099811
2,1,0,40.6954618,-73.9939776
0,1,0,40.7529126,-73.9060747
0,1,0,40.7430309,-73.9891556
0,1,0,40.7606005,-73.9643142
2,1,0,40.7369678,-74.0099521
1,0,1,40.7932005,-73.8241376
1,0,1,40.7547066,-73.854786
0,1,0,40.7479108,-73.9680575
0,1,0,40.7488862,-73.9758407
0,1,0,40.7497063,-73.9915618
1,0,1,40.711196,-73.7567614
0,1,0,40.762288,-73.9723632
1,0,1,40.73477,-73.8745815
2,2,2,40.578439,-73.9680438
0,3,4,40.8238603,-73.9194011
2,2,2,40.5832782,-73.9822465
2,1,2,40.6714882,-73.947563
0,1,0,40.741023,-73.978615
0,3,0,40.7750605,-73.9138567
1,0,1,40.7181386,-73.7572555
1,0,1,40.6776913,-73.8288373
0,1,0,40.734448,-73.9549574
1,0,1,40.7245985,-73.7391352
2,2,3,40.6160372,-74.0739401
1,0,1,40.7178365,-73.7877574
2,2,2,40.6252419,-74.0094635
2,1,2,40.6572088,-73.9002951
2,2,2,40.6099861,-73.9623778
1,0,1,40.6655626,-73.7707803
0,1,0,40.7716578,-73.9531884
0,3,4,40.8401761,-73.9252686
2,2,2,40.615781,-73.9999424
1,0,1,40.6959506,-73.8623681
0,3,4,40.8849707,-73.8303361
2,2,2,40.618232,-73.9948347
0,1,0,40.7811953,-73.9797467
0,1,0,40.7437732,-73.9138285
1,0,1,40.7582585,-73.7771911
2,1,2,40.6865789,-73.9474574
1,0,1,40.5995119,-73.7497861
0,1,0,40.7433055,-73.9376508
2,2,2,40.616045,-73.9448294
2,2,2,40.5840001,-73.9355962
1,0,1,40.7280114,-73.7848278
1,0,1,40.725132,-73.8270811
2,1,0,40.7106047,-73.9846738
2,1,2,40.6655149,-73.9263799
0,1,0,40.7496708,-73.9952973
0,3,4,40.8366588,-73.8305894
0,3,4,40.812739,-73.9376183
1,0,1,40.689601,-73.8485309
0,3,4,40.8447834,-73.9084642
2,1,2,40.6535037,-73.9354174
1,0,1,40.6839023,-73.8249525
1,0,1,40.6959582,-73.8049531
0,1,0,40.7399663,-73.8942315
2,1,2,40.6908913,-73.9425174
2,1,2,40.6448524,-73.9111168
2,2,2,40.6469083,-74.0152546
2,2,2,40.6055989,-73.9595748
0,3,0,40.7558527,-73.8825801
2,1,2,40.6578502,-73.9164733
2,2,3,40.5870668,-74.0916182
0,3,4,40.8336278,-73.9261433
2,1,0,40.7151584,-74.0021139
0,1,0,40.7517228,-73.9361307
0,3,4,40.8432492,-73.9450389
1,0,1,40.6955532,-73.8455675
0,1,0,40.7558352,-73.9281534
0,3,4,40.8657971,-73.9199975
0,3,4,40.8139974,-73.8583813
1,0,1,40.5801742,-73.8288532
2,2,2,40.6327363,-74.0331567
0,1,0,40.7216017,-73.9418562
0,1,0,40.7367906,-73.9784973
1,0,1,40.7201645,-73.844789
0,3,4,40.8421828,-73.8801255
2,1,2,40.6898056,-73.9779391
2,1,2,40.6802669,-73.9746902
0,1,0,40.7542505,-73.9689773
1,0,1,40.7597284,-73.8454909
1,0,1,40.7029703,-73.8682432
0,1,0,40.7533873,-73.996304
1,0,1,40.7752584,-73.8245499
0,1,0,40.7118424,-73.9055879
2,1,2,40.6834565,-73.9756156
0,3,4,40.876687,-73.8283684
1,0,1,40.6679546,-73.8700642
2,1,2,40.6887855,-73.9835718
2,2,2,40.6137206,-73.9521214
0,1,0,40.7517478,-73.9708047
2,1,2,40.6921238,-73.9890305
0,3,4,40.8254564,-73.8495297
0,1,0,40.772159,-73.9454007
0,1,0,40.7502443,-73.920129
2,1,2,40.6485325,-73.9582623
2,2,2,40.583653,-73.9435529
2,2,2,40.6400658,-74.0155623
0,1,0,40.7589782,-73.9939358
1,0,1,40.6849584,-73.8676009
0,3,0,40.7851513,-73.9406208
1,0,1,40.6664134,-73.7881226
2,1,0,40.7100939,-73.9897886
2,2,2,40.6372129,-74.0221984
0,1,0,40.7485121,-73.9887144
0,1,0,40.7584318,-73.9730687
0,1,0,40.7713478,-73.9228439
1,0,1,40.7591652,-73.773779
2,1,0,40.7392436,-73.9991845
2,1,0,40.7197689,-73.9623122
2,2,2,40.6447898,-74.0143238
0,3,4,40.8627177,-73.9022935
0,3,4,40.8272005,-73.9366797
0,1,0,40.7598833,-73.9367906
1,0,1,40.6670391,-73.7573153
2,1,0,40.7068526,-74.0050027
0,1,0,40.7536248,-73.9694324
2,2,2,40.633111,-73.9721609
1,0,1,40.6947829,-73.8525689
2,1,0,40.7016614,-73.9614533
0,1,0,40.7501572,-73.9769843
2,1,0,40.7016557,-73.9606094
2,1,2,40.6639058,-73.9509752
1,0,1,40.7472683,-73.8569821
1,0,1,40.6826644,-73.8681391
1,0,1,40.7379231,-73.7055743
0,1,0,40.7434867,-73.8990725
1,0,1,40.7138481,-73.7788711
2,2,3,40.6245463,-74.1319154
0,3,4,40.8251381,-73.9513948
0,1,0,40.7501572,-73.9769843
0,1,0,40.7701196,-73.9574027
0,1,0,40.7694395,-73.9518578
2,1,0,40.718268,-74.0070525
2,2,3,40.5958903,-74.0858762
0,1,0,40.7475349,-73.9883068
2,1,2,40.7018317,-73.9193214
0,3,4,40.8478982,-73.9452163
0,1,0,40.7684303,-73.9615482
1,1,2,40.6718921,-73.8958679
1,0,1,40.6653167,-73.734299
0,1,0,40.7641617,-73.9688897
1,0,1,40.7525634,-73.7432726
0,1,0,40.7589494,-73.9684806
0,3,4,40.8571285,-73.8807926
1,0,1,40.666692,-73.8117233
0,1,0,40.7274729,-73.9362297
2,1,2,40.6757902,-73.9026791
2,2,2,40.633084,-74.0055664
0,3,0,40.8089731,-73.9483252
1,0,1,40.7640838,-73.8333515
2,1,2,40.6212405,-73.9290763
2,1,2,40.6361721,-73.9499255
2,2,2,40.6082027,-73.9207095
2,1,0,40.7007255,-73.9419319
2,2,2,40.5785801,-73.9883975
1,0,1,40.7246918,-73.7540928
2,2,2,40.6053581,-73.9617322
0,3,4,40.8313611,-73.8681515
0,1,0,40.7440912,-73.9763477
0,3,0,40.8101738,-73.9511673
1,0,1,40.7083508,-73.813238
0,1,0,40.7634306,-73.9652115
0,3,4,40.8827095,-73.8812458
0,1,0,40.7363525,-73.9750088
2,1,2,40.6752376,-73.9710509
0,3,4,40.8344521,-73.9477959
2,1,2,40.6802132,-73.9462762
2,1,2,40.6692755,-73.9225439
2,1,2,40.6830499,-73.9737625
0,1,0,40.7521904,-73.9934636
1,1,2,40.6657168,-73.8875942
1,1,1,40.7041785,-73.8895166
1,0,1,40.7044031,-73.8144393
0,1,0,40.780065,-73.9470478
0,3,4,40.8542644,-73.8693786
2,1,0,40.7159981,-74.0070956
2,2,2,40.6095563,-73.9663001
1,0,1,40.6590942,-73.7402817
2,1,0,40.7146912,-73.9426881
2,2,2,40.6307461,-73.977166
0,1,0,40.7662862,-73.9818487
2,1,0,40.736035,-73.9978061
2,1,0,40.7217925,-73.9998521
1,0,1,40.6811159,-73.8776389
1,0,1,40.7168778,-73.7416978
0,3,4,40.8729398,-73.8853311
1,0,1,40.6776913,-73.8288373
1,0,1,40.7604707,-73.7325549
1,0,1,40.6929384,-73.8777598
0,3,4,40.8137456,-73.9313928
1,0,1,40.6980897,-73.8499325
2,2,3,40.6131642,-74.1214046
1,0,1,40.660654,-73.8657641
2,2,2,40.6137206,-73.9521214
2,2,3,40.5444315,-74.1653991
2,2,2,40.5803795,-73.9676001
1,0,1,40.6791804,-73.7539434
0,1,0,40.7439442,-73.9836267
2,1,2,40.6942605,-73.9103549
2,1,0,40.7008903,-73.9422022
0,1,0,40.7597902,-73.9879256
0,3,4,40.8725662,-73.8671297
0,1,0,40.7328913,-73.920574
2,1,2,40.6727536,-73.9543177
1,0,1,40.7496995,-73.7813615
2,1,0,40.7339788,-73.9909432
0,1,0,40.7572855,-73.9781153
0,1,0,40.7299988,-73.9118677
1,0,1,40.6669104,-73.8220088
0,1,0,40.7655301,-73.9976715
2,1,2,40.6899325,-73.9814728
0,1,0,40.7198636,-73.9448493
2,1,2,40.6341296,-73.9285006
0,1,0,40.7647362,-73.988033
0,1,0,40.7155896,-73.9339793
2,2,3,40.5675778,-74.1271454
0,1,0,40.7160731,-73.9035113
2,2,2,40.6381678,-73.976414
0,1,0,40.7403945,-73.9790771
0,1,0,40.7466186,-73.9938142
2,2,2,40.6265698,-73.9709207
1,1,2,40.6756249,-73.8987786
0,3,4,40.8865285,-73.8997812
1,0,1,40.7110149,-73.8753548
2,1,2,40.6792042,-73.9552939
0,1,0,40.7859257,-73.9551139
2,1,2,40.6920516,-73.9825396
0,3,4,40.8561799,-73.9287138
0,3,4,40.8827015,-73.8927242
0,3,4,40.766359,-73.8875543
2,1,2,40.6781158,-73.9217116
0,1,0,40.7449018,-73.918349
2,2,3,40.537117,-74.1670036
0,3,4,40.8454263,-73.8449087
0,1,0,40.7666089,-73.9649896
2,2,3,40.5806177,-74.1525287
2,2,3,40.5571819,-74.1994677
0,1,0,40.7444709,-73.914636
0,3,4,40.8462299,-73.9426109
0,1,0,40.7328016,-73.9495714
1,0,1,40.7611361,-73.8585031
2,1,0,40.7007397,-73.9949795
0,3,4,40.8382943,-73.8862329
0,1,0,40.7672901,-73.9666066
1,0,1,40.6797941,-73.8098135
0,1,0,40.7629663,-73.9739693
2,1,2,40.6785759,-73.9162995
0,1,0,40.7606005,-73.9643142
2,1,0,40.6990904,-73.956074
2,2,2,40.6157218,-74.0312285
2,2,3,40.6276626,-74.0762334
0,1,0,40.7567703,-73.9827104
1,0,1,40.7177562,-73.7581371
2,2,2,40.6225733,-74.0158248
2,1,0,40.7220191,-73.9834445
0,1,0,40.7665043,-73.9941734
2,2,2,40.577244,-74.0000324
0,3,1,40.7585944,-73.8745114
1,0,1,40.665504,-73.7569316
1,0,1,40.7577537,-73.7833817
2,2,2,40.6097753,-73.9642976
1,0,1,40.7058257,-73.7939596
2,1,0,40.7120838,-74.0101215
1,0,1,40.7279001,-73.838812
1,0,1,40.7512941,-73.7748259
0,1,0,40.7616074,-73.9903149
0,1,0,40.7700733,-73.9513989
2,1,2,40.6509791,-73.9611907
2,2,2,40.610949,-73.9536001
2,1,2,40.6697837,-73.985797
0,3,4,40.8618642,-73.9127392
2,2,3,40.6326854,-74.1073459
2,1,2,40.670658,-73.9579745
0,1,0,40.7564966,-73.972362
0,1,0,40.7416425,-73.9974342
1,0,1,40.6723848,-73.7857391
0,1,0,40.7768297,-73.9891321
1,0,1,40.5951262,-73.75125
0,1,0,40.7682283,-73.9291364
2,1,0,40.7099207,-73.9622925
2,2,2,40.6197759,-74.0187346
2,1,2,40.6448523,-73.9600159
1,0,1,40.7024179,-73.8174419
2,1,2,40.6952843,-73.925752
2,2,2,40.6400658,-74.0155623
2,1,2,40.6821173,-73.9765968
0,3,0,40.7842026,-73.9422047
0,1,0,40.7288235,-73.9536587
2,1,2,40.6877731,-73.9870011
2,1,0,40.7179248,-74.0089428
2,2,2,40.6094167,-73.9676868
0,1,0,40.7519917,-73.9312651
0,1,0,40.7662862,-73.9818487
0,3,4,40.8020766,-73.9340633
2,2,2,40.5848184,-73.9527057
1,0,1,40.7647112,-73.8306857
1,0,1,40.6802965,-73.8446402
0,1,0,40.7589074,-73.9011907
1,0,1,40.6663994,-73.7533669
2,2,2,40.6258167,-74.0211932
2,1,2,40.6345512,-73.9147622
0,1,0,40.74478,-73.9758819
0,1,0,40.7553738,-73.9874463
2,1,2,40.6653475,-73.9223213
0,1,0,40.7497883,-73.9877686
1,0,1,40.6724101,-73.8635522
0,1,0,40.763547,-73.9693376
1,0,1,40.6980579,-73.8098624
2,2,3,40.6060735,-74.0779083
0,3,4,40.8613524,-73.8977368
0,1,0,40.7495913,-74.0027863
0,3,4,40.8509074,-73.9382837
0,1,0,40.7533873,-73.996304
2,1,2,40.6396323,-73.9541782
1,0,1,40.6764532,-73.8568707
2,1,2,40.6523922,-73.9265457
0,1,0,40.7762371,-73.9558679
2,1,2,40.6913537,-73.9214112
2,1,2,40.6639033,-73.9399274
0,3,4,40.8154399,-73.9239995
0,1,0,40.7466186,-73.9938142
2,2,2,40.6089103,-73.990193
0,1,0,40.7967215,-73.9761722
0,1,0,40.7605247,-73.9799732
1,0,1,40.7418264,-73.8669322
1,0,1,40.6863642,-73.8060196
0,3,4,40.8341296,-73.8747411
2,1,0,40.7414693,-74.008733
1,0,1,40.6785038,-73.7432453
2,1,2,40.6432041,-73.9092812
2,2,2,40.614167,-74.0003962
0,3,4,40.8149368,-73.9149539
1,0,1,40.744177,-73.8358481
2,1,2,40.6638614,-73.9245506
0,3,4,40.8555415,-73.9141211
0,3,4,40.86832,-73.8331589
2,1,2,40.661997,-73.9195931
2,2,3,40.5603501,-74.1276931
0,3,4,40.8827095,-73.8812458
0,3,4,40.8357057,-73.8887453
0,1,0,40.7879132,-73.9557771
0,3,4,40.8300576,-73.8864096
1,0,2,40.5816757,-73.8403227
2,2,2,40.600897,-73.980302
2,2,2,40.6041946,-73.9721765
2,2,2,40.6370137,-74.0151472
0,3,4,40.8894585,-73.8982722
1,0,1,40.6629807,-73.7539707
2,1,2,40.693434,-73.9659044
1,0,1,40.7389002,-73.7337746
2,1,2,40.6561838,-73.9376602
1,0,1,40.7055035,-73.7888498
0,1,0,40.7854219,-73.9839876
1,0,1,40.7164614,-73.7678708
0,3,4,40.8052248,-73.9321277
2,2,2,40.5928174,-73.908068
0,1,0,40.754584,-73.9991446
2,1,2,40.6965716,-73.9584342
2,1,2,40.6446733,-73.9257218
0,1,0,40.7478946,-73.9891656
1,0,1,40.7131721,-73.7857198
1,0,2,40.66259,-73.8763861
2,1,2,40.6722218,-73.9738209
0,3,4,40.8286604,-73.8782347
2,2,2,40.6076756,-74.0017107
0,3,4,40.906862,-73.904099
0,3,4,40.8194332,-73.8897118
1,0,1,40.7139849,-73.7381163
2,1,2,40.6767222,-73.9470722
0,1,0,40.7548409,-73.9841185
0,1,0,40.7749592,-73.9588943
0,1,0,40.749638,-73.9990364
0,1,0,40.7559096,-73.9944667
1,0,1,40.7816933,-73.8405039
0,3,4,40.8478547,-73.895578
2,2,2,40.6420578,-74.02042
2,1,2,40.6732976,-74.008342
1,0,1,40.695859,-73.828888
1,0,1,40.7449272,-73.8370799
2,1,0,40.7154326,-74.0075428
2,2,2,40.6504827,-74.0116762
2,1,2,40.6685062,-73.9256052
2,2,2,40.6080317,-74.013023
2,1,0,40.7454163,-74.0081994
1,0,1,40.715398,-73.7727588
1,0,1,40.7608991,-73.813134
0,1,0,40.7673428,-73.9686716
2,1,0,40.7139556,-73.9425841
0,1,0,40.7446288,-73.9989715
0,3,4,40.8798659,-73.8759568
0,1,0,40.7470379,-73.8895718
0,1,0,40.7926975,-73.9750736
2,2,2,40.622374,-73.9647195
0,1,0,40.7804368,-73.949882
1,0,1,40.7044959,-73.817418
2,1,2,40.6864027,-73.9684896
0,3,4,40.8155279,-73.8950196
0,3,4,40.8069164,-73.9355612
0,3,4,40.8352696,-73.8322408
1,0,1,40.6797941,-73.8098135
1,0,1,40.7030344,-73.7971241
1,0,1,40.7546608,-73.8331043
0,1,0,40.7589746,-73.9189996
0,1,0,40.7631398,-73.9133956
1,0,1,40.7422007,-73.8409528
2,1,0,40.7216438,-73.9891302
1,0,1,40.6836516,-73.8721862
0,1,0,40.7460347,-73.9344002
0,3,4,40.8523802,-73.9314939
0,1,0,40.7410282,-73.9343077
1,0,1,40.7372527,-73.8660933
0,3,4,40.8069405,-73.9137468
0,1,0,40.7519917,-73.9312651
1,0,1,40.6754631,-73.7338404
2,1,0,40.7047985,-74.0166846
1,0,1,40.7002408,-73.7537899
2,2,3,40.6050924,-74.0910523
0,3,4,40.8369385,-73.9271154
2,1,2,40.69603,-73.9435263
2,2,3,40.5885616,-74.1458356
0,1,0,40.7485017,-73.974971
1,0,1,40.6687309,-73.8558419
2,2,3,40.595951,-74.0958614
1,0,1,40.7629734,-73.760785
2,1,2,40.6581825,-73.9246436
0,3,4,40.8165754,-73.8890663
1,0,1,40.6707144,-73.8218256
2,1,2,40.656213,-73.9146589
1,0,1,40.681846,-73.8025859
2,2,2,40.5913969,-73.9078675
0,3,0,40.7686857,-73.9066698
2,1,0,40.7142086,-73.9948417
2,2,2,40.6341626,-74.0073571
1,0,1,40.6814837,-73.8802449
0,3,4,40.8108569,-73.9390181
0,1,0,40.7608574,-73.9610689
2,2,3,40.5546762,-74.213007
0,3,4,40.816554,-73.9195436
1,0,1,40.7122033,-73.7343791
1,0,1,40.7114334,-73.7910133
2,1,2,40.6887701,-73.999062
2,1,2,40.682422,-73.9575344
1,0,1,40.7107097,-73.7930392
0,3,0,40.7889072,-73.9376437
1,1,2,40.6718921,-73.8958679
1,0,1,40.7629417,-73.8606614
0,1,0,40.7643229,-73.977196
0,3,4,40.834061,-73.9448799
0,1,0,40.7354542,-73.9170371
2,2,2,40.578439,-73.9680438
2,1,0,40.7159536,-73.9867215
2,2,2,40.6277016,-73.9997298
1,0,1,40.7365217,-73.8700929
0,3,4,40.8230192,-73.8827037
0,3,4,40.8776332,-73.8673763
2,1,0,40.7161987,-74.0001371
1,0,1,40.6788518,-73.8341088
2,2,2,40.6459972,-74.0163384
0,1,0,40.7572323,-73.9897922
1,0,1,40.7157733,-73.8743755
0,1,0,40.7400682,-73.935449
0,1,0,40.754584,-73.9991446
0,1,0,40.7306798,-73.9492194
1,1,2,40.7004993,-73.9002015
0,3,0,40.8163191,-73.9578319
2,2,2,40.5808587,-73.9380509
1,0,1,40.6662206,-73.7953406
1,0,1,40.6673867,-73.7754485
0,3,4,40.8544842,-73.8672345
0,3,4,40.8807823,-73.8834624
0,1,0,40.7573389,-73.986013
2,2,3,40.5913156,-74.1076214
1,0,1,40.7112509,-73.777087
1,0,1,40.7616241,-73.8220734
1,0,1,40.68424,-73.8460949
0,3,4,40.8202957,-73.9437749
0,3,4,40.8291633,-73.9372668
2,1,2,40.6496005,-73.9679088
0,1,0,40.7647907,-73.9842822
0,3,4,40.8814416,-73.8639911
0,3,4,40.8149368,-73.9149539
1,0,1,40.6752142,-73.7377926
0,1,0,40.7477508,-73.9808504
0,1,0,40.770989,-73.9909129
2,2,2,40.5798272,-73.9762114
2,2,2,40.6416276,-74.0313713
1,0,1,40.7006414,-73.8021011
0,3,4,40.8660891,-73.8826747
2,2,3,40.598935,-74.0637592
1,0,1,40.60663,-73.7488879
0,1,0,40.7531668,-73.908092
1,0,1,40.7033417,-73.8002032
0,1,0,40.7526434,-74.0042734
2,2,3,40.6289412,-74.1161879
2,2,2,40.6321002,-74.0304723
0,1,0,40.7528546,-73.9929799
0,1,0,40.7606005,-73.9643142
0,3,4,40.805647,-73.8792955
0,1,0,40.7288583,-73.9278098
2,2,3,40.5907084,-74.1657874
2,1,2,40.6847335,-74.0010155
1,0,1,40.6977532,-73.8139159
1,0,1,40.6834083,-73.8807246
2,1,0,40.7047985,-74.0166846
2,1,2,40.6629667,-73.9061365
2,2,2,40.6603948,-74.0012283
0,1,0,40.7576718,-73.9948239
2,1,0,40.7242353,-73.9977848
2,2,3,40.5642697,-74.1503571
2,2,2,40.6432176,-74.0086986
1,0,1,40.684576,-73.8449187
0,3,4,40.8156629,-73.9062355
1,0,1,40.7330977,-73.8049779
2,2,2,40.6025344,-73.993201
1,0,2,40.6666109,-73.8761371
0,3,4,40.8443435,-73.9147428
1,0,1,40.7309325,-73.8645761
0,3,4,40.8309088,-73.8735894
1,0,1,40.7299427,-73.7784858
0,1,0,40.7698675,-73.9479024
0,1,0,40.7440085,-73.9994226
1,0,2,40.6621607,-73.8728365
0,3,4,40.8686869,-73.9234324
2,2,2,40.6046097,-73.9982534
0,1,0,40.7509908,-73.9906233
0,3,1,40.7621717,-73.8704003
1,0,1,40.7676662,-73.7992124
0,3,4,40.8662509,-73.8969266
2,2,2,40.6185581,-73.9550356
1,0,1,40.7022932,-73.876399
0,3,4,40.859607,-73.907775
2,1,0,40.7332923,-73.9871799
1,0,1,40.6664524,-73.757631
2,1,0,40.7047985,-74.0166846
2,2,3,40.5596326,-74.1236826
0,1,0,40.7412749,-73.9753418
1,0,1,40.7818569,-73.8252243
2,2,2,40.6356756,-73.9768869
1,0,1,40.6866115,-73.8061559
0,1,0,40.7491572,-73.9726934
1,0,1,40.7465563,-73.826199
0,3,4,40.8937072,-73.9151316
2,1,2,40.6241643,-73.917751
0,1,0,40.7429437,-73.9168429
0,1,0,40.7375723,-73.9207649
2,1,2,40.6799355,-73.9138822
1,0,1,40.7329483,-73.8521633
0,1,0,40.7472771,-73.9896169
2,2,2,40.6420578,-74.02042
2,2,2,40.6028081,-73.970661
1,0,1,40.7380682,-73.8365592
0,3,4,40.8646545,-73.8635482
0,3,0,40.7957327,-73.932661
0,3,0,40.8063358,-73.9558696
0,1,0,40.7781828,-73.9484213
2,1,2,40.6703473,-73.9974153
0,1,0,40.7611802,-73.9579029
2,1,2,40.6481022,-73.9147305
2,1,0,40.7353048,-74.0049326
2,2,2,40.6632629,-73.9951087
0,3,4,40.8141049,-73.9408539
2,2,3,40.6184271,-74.0938621
2,1,2,40.6616704,-73.9372622
2,2,2,40.6230007,-73.9590455
0,1,0,40.747009,-73.9771875
2,1,0,40.7252314,-73.9922143
2,1,0,40.7319639,-73.9881543
0,1,0,40.7447332,-73.9335895
1,0,1,40.7291553,-73.7321683
1,0,1,40.7190565,-73.8331917
1,0,1,40.686666,-73.8608836
2,2,2,40.6250796,-73.9623189
1,1,2,40.6585778,-73.8906229
0,1,0,40.7304453,-73.9136638
2,2,2,40.6166532,-73.972337
2,2,2,40.6599116,-73.9985979
2,1,0,40.7264365,-74.0056572
0,3,4,40.8277283,-73.9495067
2,2,2,40.6379102,-73.9786336
0,1,0,40.7890514,-73.9703009
1,0,1,40.712295,-73.7372824
0,3,4,40.8259047,-73.9471161
0,1,0,40.7628049,-73.9656703
2,1,2,40.653267,-73.9392594
0,3,4,40.8838512,-73.8343459
2,1,2,40.6276429,-73.8902159
0,1,0,40.7425074,-73.902975
2,2,2,40.5887242,-73.9604599
1,1,2,40.6511499,-73.8900044
0,3,4,40.8831532,-73.8562775
2,1,0,40.732384,-74.0103519
2,1,2,40.6452458,-73.9326147
2,2,2,40.6626948,-73.9956963
2,1,2,40.6598177,-73.9878392
1,1,2,40.6578658,-73.8922676
2,2,2,40.6063484,-73.9527245
2,2,2,40.6445992,-74.0215991
2,1,2,40.6344739,-73.9401088
2,1,2,40.6466434,-73.9245917
1,3,4,40.8190447,-73.8172339
1,0,1,40.7027868,-73.8570414
2,1,2,40.6543488,-73.9216926
0,3,4,40.84758,-73.9231892
2,1,2,40.6639033,-73.9399274
0,1,0,40.7774101,-73.9787983
0,1,0,40.7729916,-73.9820779
0,1,0,40.7651262,-73.9521205
0,1,0,40.7552921,-73.9949215
1,1,2,40.6914356,-73.8906231
1,0,1,40.7151982,-73.8361214
0,3,4,40.8627123,-73.893136
0,3,4,40.8870975,-73.860862
0,3,4,40.8236031,-73.9496941
1,1,2,40.6692273,-73.8961965
2,2,2,40.5935898,-73.9961251
0,1,0,40.7739779,-73.948551
0,3,0,40.8180222,-73.9618194
0,1,0,40.7578281,-73.9930696
2,1,0,40.7095313,-74.0084187
1,0,1,40.7021437,-73.8108318
2,1,2,40.6762734,-73.9387662
0,1,0,40.7464029,-73.9797248
0,1,0,40.7639012,-73.9532241
2,1,0,40.7182916,-73.9824787
0,1,0,40.7488862,-73.9758407
1,0,1,40.6673148,-73.7392454
0,1,0,40.7769101,-73.9574705
0,3,0,40.7835752,-73.9182799
1,0,1,40.7468899,-73.8346973
0,3,4,40.8685644,-73.8965615
0,3,4,40.8426172,-73.8781767
1,1,2,40.6781627,-73.8974769
1,0,1,40.6730206,-73.8239933
2,2,3,40.5847455,-74.0940236
1,1,0,40.7071305,-73.9032574
2,1,0,40.7087666,-73.9981083
2,2,3,40.5558232,-74.1610298
1,0,1,40.6754631,-73.7338404
2,1,0,40.7087666,-73.9981083
2,1,0,40.7238356,-73.9735639
0,1,0,40.7872227,-73.952058
2,1,0,40.7202352,-73.9844767
2,1,0,40.7029601,-74.0115051
1,0,1,40.7085962,-73.7796821
1,0,1,40.6663098,-73.7916994
0,1,0,40.7516577,-73.9901323
0,3,4,40.8424377,-73.939253
2,1,0,40.6980388,-73.9628402
0,1,0,40.7292566,-73.9460454
